event_id,game_id,inning,batting_team_id,home_away,outs,balls,strikes,pitch_sequence,away_score,home_score,batter_id,batter_hand,responsible_batter_id,responsible_batter_hand,batter_lineup_position,batter_fielding_position,pitcher_id,pitcher_hand,responsible_pitcher_id,responsible_pitcher_hand,fielder_2_id,fielder_3_id,fielder_4_id,fielder_5_id,fielder_6_id,fielder_7_id,fielder_8_id,fielder_9_id,runner_1_id,runner_2_id,runner_3_id,event_text,event_code,event_outs,ab_flag,hit_code,rbi,leadoff_flag,pinch_hit_flag,sacrifice_hit_flag,sacrifice_fly_flag,double_play_flag,triple_play_flag,wild_pitch_flag,passed_ball_flag,bunt_flag,foul_flag,batted_ball_code,batted_ball_location,fielding_code,errors,error_1_fielder,error_1_type,error_2_fielder,error_2_type,error_3_fielder,error_3_type,batter_dest,runner_1_dest,runner_2_dest,runner_3_dest,runner_1_stolen_base,runner_2_stolen_base,runner_3_stolen_base,runner_1_caught_stealing,runner_2_caught_stealing,runner_3_caught_stealing,batter_play_text,runner_1_play_text,runner_2_play_text,runner_3_play_text,putout_1_fielder,putout_2_fielder,putout_3_fielder,assist_1_fielder,assist_2_fielder,assist_3_fielder,assist_4_fielder,assist_5_fielder,game_new_flag,game_end_flag,created_at
15522798,ANA202307170,2,NYA,A,1,1,2,CSBC,0,0,volpa001,R,volpa001,R,6,6,canng001,R,canng001,R,thaim001,cabbt001,escoe001,mousm001,netoz001,wardt002,monim001,renfh001,,,,K,3,1,T,0,0,F,F,F,F,F,F,F,F,F,F,"","",0,0,0,,0,,0,,0,0,0,0,F,F,F,F,F,F,2,"","","",2,0,0,0,0,0,0,0,F,F,2026-01-21 17:01:53.227175
15522814,ANA202307170,4,NYA,A,1,1,2,CFBFS,0,0,volpa001,R,volpa001,R,6,6,canng001,R,canng001,R,thaim001,cabbt001,escoe001,mousm001,netoz001,wardt002,monim001,renfh001,,,,K,3,1,T,0,0,F,F,F,F,F,F,F,F,F,F,"","",0,0,0,,0,,0,,0,0,0,0,F,F,F,F,F,F,2,"","","",2,0,0,0,0,0,0,0,F,F,2026-01-21 17:01:53.227175
15522832,ANA202307170,6,NYA,A,2,0,0,X,0,0,volpa001,R,volpa001,R,6,6,canng001,R,canng001,R,thaim001,cabbt001,escoe001,mousm001,netoz001,wardt002,monim001,renfh001,badeh001,,,S7/L78.1-2,20,0,T,1,0,F,F,F,F,F,F,F,F,F,F,L,78,7,0,0,,0,,0,,1,2,0,0,F,F,F,F,F,F,"","","","",0,0,0,0,0,0,0,0,F,F,2026-01-21 17:01:53.227175
15522855,ANA202307170,8,NYA,A,1,2,2,BBCFS,3,3,volpa001,R,volpa001,R,6,6,reyeg002,R,reyeg002,R,thaim001,cabbt001,escoe001,mousm001,netoz001,wardt002,monim001,renfh001,,,,K,3,1,T,0,0,F,F,F,F,F,F,F,F,F,F,"","",0,0,0,,0,,0,,0,0,0,0,F,F,F,F,F,F,2,"","","",2,0,0,0,0,0,0,0,F,F,2026-01-21 17:01:53.227175
15522873,ANA202307170,10,NYA,A,2,1,2,BFSS,3,3,volpa001,R,volpa001,R,6,6,loupa001,L,loupa001,L,wallc001,cabbt001,velaa001,mousm001,netoz001,wardt002,monim001,renfh001,,,torrg001,K,3,1,T,0,0,F,F,F,F,F,F,F,F,F,F,"","",0,0,0,,0,,0,,0,0,0,3,F,F,F,F,F,F,2,"","","",2,0,0,0,0,0,0,0,F,F,2026-01-21 17:01:53.227175
15522890,ANA202307180,2,NYA,A,2,0,2,FSX,0,2,volpa001,R,volpa001,R,9,6,sandp002,L,sandp002,L,thaim001,cabbt001,stefm001,mousm001,netoz001,wardt002,monim001,renfh001,kinei001,badeh001,,53/G56,2,1,T,0,0,F,F,F,F,F,F,F,F,F,F,G,56,5,0,0,,0,,0,,0,1,2,0,F,F,F,F,F,F,53,"","","",3,0,0,5,0,0,0,0,F,F,2026-01-21 17:01:53.227175
15522912,ANA202307180,5,NYA,A,1,2,2,BBSCS,1,3,volpa001,R,volpa001,R,9,6,sandp002,L,sandp002,L,thaim001,cabbt001,stefm001,mousm001,netoz001,wardt002,monim001,renfh001,,,,K,3,1,T,0,0,F,F,F,F,F,F,F,F,F,F,"","",0,0,0,,0,,0,,0,0,0,0,F,F,F,F,F,F,2,"","","",2,0,0,0,0,0,0,0,F,F,2026-01-21 17:01:53.227175
15522934,ANA202307180,8,NYA,A,1,0,0,X,1,5,volpa001,R,volpa001,R,9,6,sandp002,L,sandp002,L,thaim001,mousm001,velaa001,rengl001,netoz001,wardt002,monim001,renfh001,,,,S8/L89,20,0,T,1,0,F,F,F,F,F,F,F,F,F,F,L,89,8,0,0,,0,,0,,1,0,0,0,F,F,F,F,F,F,"","","","",0,0,0,0,0,0,0,0,F,F,2026-01-21 17:01:53.227175
15522953,ANA202307190,2,NYA,A,0,1,0,BX,0,2,volpa001,R,volpa001,R,5,6,silsc001,R,silsc001,R,wallc001,escoe001,stefm001,rengl001,netoz001,wardt002,monim001,renfh001,,,,9/L9L,2,1,T,0,0,T,F,F,F,F,F,F,F,F,F,L,9L,9,0,0,,0,,0,,0,0,0,0,F,F,F,F,F,F,9,"","","",9,0,0,0,0,0,0,0,F,F,2026-01-21 17:01:53.227175
15522974,ANA202307190,4,NYA,A,0,0,2,CFS,0,6,volpa001,R,volpa001,R,5,6,silsc001,R,silsc001,R,wallc001,escoe001,stefm001,rengl001,netoz001,wardt002,monim001,renfh001,,,,K,3,1,T,0,0,T,F,F,F,F,F,F,F,F,F,"","",0,0,0,,0,,0,,0,0,0,0,F,F,F,F,F,F,2,"","","",2,0,0,0,0,0,0,0,F,F,2026-01-21 17:01:53.227175
15522994,ANA202307190,6,NYA,A,1,1,2,BCCS,1,6,volpa001,R,volpa001,R,5,6,silsc001,R,silsc001,R,wallc001,escoe001,velaa001,rengl001,netoz001,wardt002,monim001,renfh001,,,,K,3,1,T,0,0,F,F,F,F,F,F,F,F,F,F,"","",0,0,0,,0,,0,,0,0,0,0,F,F,F,F,F,F,2,"","","",2,0,0,0,0,0,0,0,F,F,2026-01-21 17:01:53.227175
15523008,ANA202307190,7,NYA,A,2,0,1,CX,2,6,volpa001,R,volpa001,R,5,6,webbj002,R,webbj002,R,wallc001,escoe001,velaa001,rengl001,netoz001,wardt002,monim001,renfh001,lemad001,,,6/L6,2,1,T,0,0,F,F,F,F,F,F,F,F,F,F,L,6,6,0,0,,0,,0,,0,1,0,0,F,F,F,F,F,F,6,"","","",6,0,0,0,0,0,0,0,F,F,2026-01-21 17:01:53.227175
15536432,ATL202308140,2,NYA,A,0,0,0,X,1,1,volpa001,R,volpa001,R,7,6,friem001,L,friem001,L,darnt001,olsom001,lopen001,rilea001,arcio002,rosae001,harrm004,acunr001,,,,3/L34,2,1,T,0,0,T,F,F,F,F,F,F,F,F,F,L,34,3,0,0,,0,,0,,0,0,0,0,F,F,F,F,F,F,3,"","","",3,0,0,0,0,0,0,0,F,F,2026-01-21 17:01:53.227175
15536461,ATL202308140,4,NYA,A,2,1,2,BCSX,2,8,volpa001,R,volpa001,R,7,6,friem001,L,friem001,L,darnt001,olsom001,lopen001,rilea001,arcio002,rosae001,harrm004,acunr001,,,,D8/F8S,21,0,T,2,0,F,F,F,F,F,F,F,F,F,F,F,8S,8,0,0,,0,,0,,2,0,0,0,F,F,F,F,F,F,"","","","",0,0,0,0,0,0,0,0,F,F,2026-01-21 17:01:53.227175
15536487,ATL202308140,7,NYA,A,0,2,2,.CF*BBX,2,9,volpa001,R,volpa001,R,7,6,johnp001,R,johnp001,R,darnt001,olsom001,lopen001,rilea001,arcio002,rosae001,harrm004,acunr001,lemad001,,,64(1)/FO/G6S.B-1,2,1,T,0,0,F,F,F,F,F,F,F,F,F,F,G,6S,6,0,0,,0,,0,,1,0,0,0,F,F,F,F,F,F,"",64,"","",4,0,0,6,0,0,0,0,F,F,2026-01-21 17:01:53.227175
15536505,ATL202308140,9,NYA,A,2,0,1,CX,2,11,volpa001,R,volpa001,R,7,6,jimej003,R,jimej003,R,darnt001,olsom001,lopen001,rilea001,arcio002,rosae001,harrm004,acunr001,mckib001,,,T8/F8XD+.1-H,22,0,T,3,1,F,F,F,F,F,F,F,F,F,F,F,8XD,8,0,0,,0,,0,,3,4,0,0,F,F,F,F,F,F,"","","","",0,0,0,0,0,0,0,0,F,F,2026-01-21 17:01:53.227175
15536526,ATL202308150,3,NYA,A,0,3,2,CBBBF.X,0,3,volpa001,R,volpa001,R,8,6,eldeb001,R,eldeb001,R,murps001,olsom001,lopen001,rilea001,arcio002,rosae001,harrm004,acunr001,,,,8/F89,2,1,T,0,0,T,F,F,F,F,F,F,F,F,F,F,89,8,0,0,,0,,0,,0,0,0,0,F,F,F,F,F,F,8,"","","",8,0,0,0,0,0,0,0,F,F,2026-01-21 17:01:53.227175
15536550,ATL202308150,6,NYA,A,0,2,2,CBBCX,0,5,volpa001,R,volpa001,R,8,6,eldeb001,R,eldeb001,R,murps001,olsom001,lopen001,rilea001,arcio002,rosae001,harrm004,acunr001,,,,9/F89,2,1,T,0,0,T,F,F,F,F,F,F,F,F,F,F,89,9,0,0,,0,,0,,0,0,0,0,F,F,F,F,F,F,9,"","","",9,0,0,0,0,0,0,0,F,F,2026-01-21 17:01:53.227175
15536568,ATL202308150,8,NYA,A,2,0,2,CFFX,0,5,volpa001,R,volpa001,R,8,6,minta001,L,minta001,L,murps001,olsom001,lopen001,rilea001,arcio002,rosae001,harrm004,acunr001,lemad001,,,9/F9L,2,1,T,0,0,F,F,F,F,F,F,F,F,F,F,F,9L,9,0,0,,0,,0,,0,1,0,0,F,F,F,F,F,F,9,"","","",9,0,0,0,0,0,0,0,F,F,2026-01-21 17:01:53.227175
15536591,ATL202308160,3,NYA,A,0,1,2,CFBS,0,2,volpa001,R,volpa001,R,8,6,mortc002,R,mortc002,R,darnt001,olsom001,lopen001,rilea001,arcio002,rosae001,harrm004,acunr001,,,,K,3,1,T,0,0,T,F,F,F,F,F,F,F,F,F,"","",0,0,0,,0,,0,,0,0,0,0,F,F,F,F,F,F,2,"","","",2,0,0,0,0,0,0,0,F,F,2026-01-21 17:01:53.227175
15536608,ATL202308160,5,NYA,A,1,0,1,CX,0,2,volpa001,R,volpa001,R,8,6,mortc002,R,mortc002,R,darnt001,olsom001,lopen001,rilea001,arcio002,rosae001,harrm004,acunr001,,,,S6/G56,20,0,T,1,0,F,F,F,F,F,F,F,F,F,F,G,56,6,0,0,,0,,0,,1,0,0,0,F,F,F,F,F,F,"","","","",0,0,0,0,0,0,0,0,F,F,2026-01-21 17:01:53.227175
15536625,ATL202308160,7,NYA,A,2,0,1,FX,0,2,volpa001,R,volpa001,R,8,6,johnp001,R,johnp001,R,darnt001,olsom001,lopen001,rilea001,arcio002,rosae001,harrm004,acunr001,,,,53/G5,2,1,T,0,0,F,F,F,F,F,F,F,F,F,F,G,5,5,0,0,,0,,0,,0,0,0,0,F,F,F,F,F,F,53,"","","",3,0,0,5,0,0,0,0,F,F,2026-01-21 17:01:53.227175
15538335,BAL202304070,2,NYA,A,2,0,1,CX,0,0,volpa001,R,volpa001,R,9,6,kremd001,R,kremd001,R,rutsa001,mounr001,fraza001,uriar001,matej003,haysa001,mullc002,santa003,cordf003,,,4/L4D,2,1,T,0,0,F,F,F,F,F,F,F,F,F,F,L,4D,4,0,0,,0,,0,,0,1,0,0,F,F,F,F,F,F,4,"","","",4,0,0,0,0,0,0,0,F,F,2026-01-21 17:01:53.227175
15538358,BAL202304070,4,NYA,A,2,0,2,CFS,3,4,volpa001,R,volpa001,R,9,6,kremd001,R,kremd001,R,rutsa001,mounr001,fraza001,uriar001,matej003,haysa001,mullc002,santa003,,,,K,3,1,T,0,0,F,F,F,F,F,F,F,F,F,F,"","",0,0,0,,0,,0,,0,0,0,0,F,F,F,F,F,F,2,"","","",2,0,0,0,0,0,0,0,F,F,2026-01-21 17:01:53.227175
15538378,BAL202304070,6,NYA,A,2,1,2,SS*BS,5,4,volpa001,R,volpa001,R,9,6,could001,L,could001,L,rutsa001,mounr001,fraza001,uriar001,matej003,haysa001,mullc002,santa003,,,cabro002,K,3,1,T,0,0,F,F,F,F,F,F,F,F,F,F,"","",0,0,0,,0,,0,,0,0,0,3,F,F,F,F,F,F,2,"","","",2,0,0,0,0,0,0,0,F,F,2026-01-21 17:01:53.227175
15538407,BAL202304070,9,NYA,A,0,0,2,..SCS,6,7,volpa001,R,volpa001,R,9,6,bautf001,R,bautf001,R,rutsa001,mounr001,fraza001,uriar001,matej003,haysa001,mullc002,mcker001,,,,K,3,1,T,0,0,T,F,F,F,F,F,F,F,F,F,"","",0,0,0,,0,,0,,0,0,0,0,F,F,F,F,F,F,2,"","","",2,0,0,0,0,0,0,0,F,F,2026-01-21 17:01:53.227175
15538429,BAL202304080,3,NYA,A,0,0,2,CFS,0,1,volpa001,R,volpa001,R,9,6,irvic001,L,irvic001,L,rutsa001,mounr001,fraza001,uriar001,hendg002,haysa001,mullc002,vavrt001,,,,K,3,1,T,0,0,T,F,F,F,F,F,F,F,F,F,"","",0,0,0,,0,,0,,0,0,0,0,F,F,F,F,F,F,2,"","","",2,0,0,0,0,0,0,0,F,F,2026-01-21 17:01:53.227175
15538447,BAL202304080,5,NYA,A,0,1,2,FFBX,1,1,volpa001,R,volpa001,R,9,6,irvic001,L,irvic001,L,rutsa001,mounr001,fraza001,uriar001,hendg002,haysa001,mullc002,vavrt001,,,,T8/F9D+,22,0,T,3,0,T,F,F,F,F,F,F,F,F,F,F,9D,8,0,0,,0,,0,,3,0,0,0,F,F,F,F,F,F,"","","","",0,0,0,0,0,0,0,0,F,F,2026-01-21 17:01:53.227175
15538464,BAL202304080,7,NYA,A,0,0,2,FFX,4,1,volpa001,R,volpa001,R,9,6,votha001,R,votha001,R,rutsa001,mounr001,fraza001,uriar001,hendg002,haysa001,mullc002,vavrt001,,,,5/P5F/FL,2,1,T,0,0,T,F,F,F,F,F,F,F,F,T,P,5F,5,0,0,,0,,0,,0,0,0,0,F,F,F,F,F,F,5,"","","",5,0,0,0,0,0,0,0,F,F,2026-01-21 17:01:53.227175
15538482,BAL202304080,9,NYA,A,1,2,2,SCFFBFFBFX,4,1,volpa001,R,volpa001,R,9,6,baumm001,R,baumm001,R,rutsa001,mounr001,fraza001,uriar001,hendg002,haysa001,mullc002,vavrt001,higak001,,,9/F89D,2,1,T,0,0,F,F,F,F,F,F,F,F,F,F,F,89D,9,0,0,,0,,0,,0,1,0,0,F,F,F,F,F,F,9,"","","",9,0,0,0,0,0,0,0,F,F,2026-01-21 17:01:53.227175
15538504,BAL202304090,3,NYA,A,0,3,2,CBBFBS,1,0,volpa001,R,volpa001,R,9,6,wellt003,R,wellt003,R,mccaj001,mounr001,uriar001,hendg002,matej003,haysa001,mullc002,santa003,,,,K,3,1,T,0,0,T,F,F,F,F,F,F,F,F,F,"","",0,0,0,,0,,0,,0,0,0,0,F,F,F,F,F,F,2,"","","",2,0,0,0,0,0,0,0,F,F,2026-01-21 17:01:53.227175
15538522,BAL202304090,5,NYA,A,0,0,2,FCX,4,0,volpa001,R,volpa001,R,9,6,wellt003,R,wellt003,R,mccaj001,mounr001,uriar001,hendg002,matej003,haysa001,mullc002,santa003,,,,8/F8XD,2,1,T,0,0,F,F,F,F,F,F,F,F,F,F,F,8XD,8,0,0,,0,,0,,0,0,0,0,F,F,F,F,F,F,8,"","","",8,0,0,0,0,0,0,0,F,F,2026-01-21 17:01:53.227175
15538540,BAL202304090,7,NYA,A,2,3,0,.BBBB,4,2,volpa001,R,volpa001,R,9,6,gilll001,R,gilll001,R,mccaj001,mounr001,uriar001,hendg002,matej003,haysa001,mullc002,santa003,cordf003,,,W.1-2,14,0,F,0,0,F,F,F,F,F,F,F,F,F,F,"","",0,0,0,,0,,0,,1,2,0,0,F,F,F,F,F,F,"","","","",0,0,0,0,0,0,0,0,F,F,2026-01-21 17:01:53.227175
15538558,BAL202304090,9,NYA,A,2,3,1,BFBBX,5,3,volpa001,R,volpa001,R,9,6,baumm001,R,baumm001,R,bemba001,mounr001,fraza001,uriar001,hendg002,haysa001,mullc002,santa003,,,,8/F8,2,1,T,0,0,F,F,F,F,F,F,F,F,F,F,F,8,8,0,0,,0,,0,,0,0,0,0,F,F,F,F,F,F,8,"","","",8,0,0,0,0,0,0,0,F,F,2026-01-21 17:01:53.227175
15542201,BAL202307280,3,NYA,A,1,1,2,CFBFX,0,0,volpa001,R,volpa001,R,8,6,rodrg003,R,rodrg003,R,rutsa001,ohear001,fraza001,uriar001,hendg002,haysa001,cowsc001,santa003,,,,7/F78XD,2,1,T,0,0,F,F,F,F,F,F,F,F,F,F,F,78XD,7,0,0,,0,,0,,0,0,0,0,F,F,F,F,F,F,7,"","","",7,0,0,0,0,0,0,0,F,F,2026-01-21 17:01:53.227175
15542217,BAL202307280,5,NYA,A,2,1,2,C1BFFFX,0,0,volpa001,R,volpa001,R,8,6,rodrg003,R,rodrg003,R,rutsa001,ohear001,fraza001,uriar001,hendg002,haysa001,cowsc001,santa003,mckib001,,,53/G5,2,1,T,0,0,F,F,F,F,F,F,F,F,F,F,G,5,5,0,0,,0,,0,,0,1,0,0,F,F,F,F,F,F,53,"","","",3,0,0,5,0,0,0,0,F,F,2026-01-21 17:01:53.227175
15542236,BAL202307280,8,NYA,A,0,1,1,.CBX,0,0,volpa001,R,volpa001,R,8,6,canoy001,R,canoy001,R,rutsa001,ohear001,fraza001,uriar001,hendg002,haysa001,cowsc001,santa003,,,,9/L9LD+,2,1,T,0,0,T,F,F,F,F,F,F,F,F,F,L,9LD,9,0,0,,0,,0,,0,0,0,0,F,F,F,F,F,F,9,"","","",9,0,0,0,0,0,0,0,F,F,2026-01-21 17:01:53.227175
15542261,BAL202307290,2,NYA,A,1,0,0,1>B,1,0,volpa001,R,volpa001,R,8,6,wellt003,R,wellt003,R,rutsa001,ohear001,fraza001,uriar001,hendg002,haysa001,cowsc001,santa003,badeh001,,,SB2.1-3(E2/TH),4,0,F,0,0,F,F,F,F,F,F,F,F,F,F,"","",0,1,2,,0,,0,,0,3,0,0,T,F,F,F,F,F,"","","","",0,0,0,0,0,0,0,0,F,F,2026-01-21 17:01:53.227175
15542262,BAL202307290,2,NYA,A,1,2,2,1>B.SBS+3,1,0,volpa001,R,volpa001,R,8,6,wellt003,R,wellt003,R,rutsa001,ohear001,fraza001,uriar001,hendg002,haysa001,cowsc001,santa003,,,badeh001,PO3(25),8,1,F,0,0,F,F,F,F,F,F,F,F,F,F,"","",0,0,0,,0,,0,,0,0,0,0,F,F,F,F,F,F,"","","",25,5,0,0,2,0,0,0,0,F,F,2026-01-21 17:01:53.227175
15542263,BAL202307290,2,NYA,A,2,3,2,1>B.SBS+3.FBF.FFC,1,0,volpa001,R,volpa001,R,8,6,wellt003,R,wellt003,R,rutsa001,ohear001,fraza001,uriar001,hendg002,haysa001,cowsc001,santa003,,,,K,3,1,T,0,0,F,F,F,F,F,F,F,F,F,F,"","",0,0,0,,0,,0,,0,0,0,0,F,F,F,F,F,F,2,"","","",2,0,0,0,0,0,0,0,F,F,2026-01-21 17:01:53.227175
15542282,BAL202307290,4,NYA,A,0,0,1,CX,3,2,volpa001,R,volpa001,R,8,6,baumm001,R,baumm001,R,rutsa001,ohear001,fraza001,uriar001,hendg002,haysa001,cowsc001,santa003,badeh001,,,9/F9S,2,1,T,0,0,F,F,F,F,F,F,F,F,F,F,F,9S,9,0,0,,0,,0,,0,1,0,0,F,F,F,F,F,F,9,"","","",9,0,0,0,0,0,0,0,F,F,2026-01-21 17:01:53.227175
15542294,BAL202307290,5,NYA,A,2,0,0,X,4,2,volpa001,R,volpa001,R,8,6,irvic001,L,irvic001,L,rutsa001,ohear001,fraza001,uriar001,hendg002,haysa001,cowsc001,santa003,kinei001,lemad001,,8/L8D+,2,1,T,0,0,F,F,F,F,F,F,F,F,F,F,L,8D,8,0,0,,0,,0,,0,1,2,0,F,F,F,F,F,F,8,"","","",8,0,0,0,0,0,0,0,F,F,2026-01-21 17:01:53.227175
15542311,BAL202307290,7,NYA,A,0,3,2,BFFBBB,8,3,volpa001,R,volpa001,R,8,6,bakeb001,R,bakeb001,R,rutsa001,ohear001,fraza001,uriar001,hendg002,haysa001,cowsc001,santa003,,,,W,14,0,F,0,0,T,F,F,F,F,F,F,F,F,F,"","",0,0,0,,0,,0,,1,0,0,0,F,F,F,F,F,F,"","","","",0,0,0,0,0,0,0,0,F,F,2026-01-21 17:01:53.227175
15542327,BAL202307290,9,NYA,A,2,2,2,CBBCX,8,3,volpa001,R,volpa001,R,8,6,perec004,L,perec004,L,rutsa001,ohear001,fraza001,uriar001,hendg002,haysa001,cowsc001,santa003,,,,13/G1S,2,1,T,0,0,F,F,F,F,F,F,F,F,F,F,G,1S,1,0,0,,0,,0,,0,0,0,0,F,F,F,F,F,F,13,"","","",3,0,0,1,0,0,0,0,F,F,2026-01-21 17:01:53.227175
15542350,BAL202307300,2,NYA,A,2,3,2,*BBCBF>*B,0,7,volpa001,R,volpa001,R,8,6,kremd001,R,kremd001,R,mccaj001,ohear001,westj002,uriar001,hendg002,fraza001,haysa001,santa003,alleg002,badeh001,,W.2-3;1-2,14,0,F,0,0,F,F,F,F,F,F,F,F,F,F,"","",0,0,0,,0,,0,,1,2,3,0,F,F,F,F,F,F,"","","","",0,0,0,0,0,0,0,0,F,F,2026-01-21 17:01:53.227175
15542366,BAL202307300,4,NYA,A,1,0,2,CC.S,1,7,volpa001,R,volpa001,R,8,6,kremd001,R,kremd001,R,mccaj001,ohear001,westj002,uriar001,hendg002,fraza001,haysa001,santa003,badeh001,,,K,3,1,T,0,0,F,F,F,F,F,F,F,F,F,F,"","",0,0,0,,0,,0,,0,1,0,0,F,F,F,F,F,F,2,"","","",2,0,0,0,0,0,0,0,F,F,2026-01-21 17:01:53.227175
15542388,BAL202307300,6,NYA,A,0,3,2,....BFBSBX,3,9,volpa001,R,volpa001,R,8,6,fujis001,R,fujis001,R,mccaj001,ohear001,fraza001,uriar001,hendg002,haysa001,mcker001,santa003,,,,D8/L8XD+,21,0,T,2,0,T,F,F,F,F,F,F,F,F,F,L,8XD,8,0,0,,0,,0,,2,0,0,0,F,F,F,F,F,F,"","","","",0,0,0,0,0,0,0,0,F,F,2026-01-21 17:01:53.227175
15542403,BAL202307300,8,NYA,A,1,1,0,BX,3,9,volpa001,R,volpa001,R,8,6,could001,L,could001,L,mccaj001,ohear001,fraza001,uriar001,hendg002,haysa001,mcker001,santa003,,,,E6/TH/G6.B-1,18,0,T,0,0,F,F,F,F,F,F,F,F,F,F,G,6,6,1,6,,0,,0,,1,0,0,0,F,F,F,F,F,F,"","","","",0,0,0,0,0,0,0,0,F,F,2026-01-21 17:01:53.227175
15547460,BOS202306160,3,NYA,A,0,3,2,CFBBBB,1,4,volpa001,R,volpa001,R,9,6,houct001,R,houct001,R,wongc001,casat001,arroc001,dever001,reyep001,yoshm002,duvaa001,verda001,,,,W,14,0,F,0,0,T,F,F,F,F,F,F,F,F,F,"","",0,0,0,,0,,0,,1,0,0,0,F,F,F,F,F,F,"","","","",0,0,0,0,0,0,0,0,F,F,2026-01-21 17:01:53.227175
15547486,BOS202306160,5,NYA,A,0,2,1,.CBBX,1,13,volpa001,R,volpa001,R,9,6,jacqj001,L,jacqj001,L,wongc001,casat001,arroc001,dever001,reyep001,yoshm002,duvaa001,verda001,higak001,,,64(1)3/GDP/G6,2,2,T,0,0,F,F,F,F,T,F,F,F,F,F,G,6,6,0,0,,0,,0,,0,0,0,0,F,F,F,F,F,F,43,64,"","",4,3,0,6,4,0,0,0,F,F,2026-01-21 17:01:53.227175
15547504,BOS202306160,7,NYA,A,0,0,0,.X,4,14,volpa001,R,volpa001,R,9,6,klubc001,R,klubc001,R,wongc001,casat001,arroc001,dever001,reyep001,yoshm002,duvaa001,verda001,,,,S8/L8,20,0,T,1,0,T,F,F,F,F,F,F,F,F,F,L,8,8,0,0,,0,,0,,1,0,0,0,F,F,F,F,F,F,"","","","",0,0,0,0,0,0,0,0,F,F,2026-01-21 17:01:53.227175
15547521,BOS202306160,9,NYA,A,0,3,2,...CBBBFB,5,15,volpa001,R,volpa001,R,9,6,bernb001,L,bernb001,L,wongc001,casat001,arroc001,dever001,reyep001,refsr001,duraj001,verda001,,,,W,14,0,F,0,0,T,F,F,F,F,F,F,F,F,F,"","",0,0,0,,0,,0,,1,0,0,0,F,F,F,F,F,F,"","","","",0,0,0,0,0,0,0,0,F,F,2026-01-21 17:01:53.227175
15547542,BOS202306181,3,NYA,A,0,2,2,BCBSS,2,0,volpa001,R,volpa001,R,9,6,ort-k001,R,ort-k001,R,wongc001,turnj001,arroc001,dever001,herne001,duraj001,duvaa001,verda001,,,,K,3,1,T,0,0,T,F,F,F,F,F,F,F,F,F,"","",0,0,0,,0,,0,,0,0,0,0,F,F,F,F,F,F,2,"","","",2,0,0,0,0,0,0,0,F,F,2026-01-21 17:01:53.227175
15547559,BOS202306181,5,NYA,A,2,2,2,CSBBS,2,0,volpa001,R,volpa001,R,9,6,murpc001,L,murpc001,L,wongc001,turnj001,arroc001,dever001,herne001,duraj001,duvaa001,verda001,trevj001,,,K,3,1,T,0,0,F,F,F,F,F,F,F,F,F,F,"","",0,0,0,,0,,0,,0,1,0,0,F,F,F,F,F,F,2,"","","",2,0,0,0,0,0,0,0,F,F,2026-01-21 17:01:53.227175
15547588,BOS202306181,8,NYA,A,1,3,2,SSFBBFBT,2,6,volpa001,R,volpa001,R,9,6,piven001,R,piven001,R,wongc001,turnj001,arroc001,dever001,herne001,refsr001,duvaa001,verda001,,,,K,3,1,T,0,0,F,F,F,F,F,F,F,F,F,F,"","",0,0,0,,0,,0,,0,0,0,0,F,F,F,F,F,F,2,"","","",2,0,0,0,0,0,0,0,F,F,2026-01-21 17:01:53.227175
15547614,BOS202306182,3,NYA,A,0,1,1,SBX,1,1,volpa001,R,volpa001,R,9,6,bellb002,R,bellb002,R,mcgur002,casat001,herne001,dever001,reyep001,refsr001,duraj001,verda001,,,,53/G5,2,1,T,0,0,T,F,F,F,F,F,F,F,F,F,G,5,5,0,0,,0,,0,,0,0,0,0,F,F,F,F,F,F,53,"","","",3,0,0,5,0,0,0,0,F,F,2026-01-21 17:01:53.227175
15547635,BOS202306182,5,NYA,A,2,1,2,BCFS,1,2,volpa001,R,volpa001,R,9,6,bellb002,R,bellb002,R,mcgur002,casat001,herne001,dever001,reyep001,refsr001,duraj001,verda001,,,,K,3,1,T,0,0,F,F,F,F,F,F,F,F,F,F,"","",0,0,0,,0,,0,,0,0,0,0,F,F,F,F,F,F,2,"","","",2,0,0,0,0,0,0,0,F,F,2026-01-21 17:01:53.227175
15547656,BOS202306182,7,NYA,A,1,0,0,X,1,4,volpa001,R,volpa001,R,9,6,bellb002,R,bellb002,R,mcgur002,casat001,herne001,dever001,reyep001,refsr001,duraj001,verda001,cabro002,mckib001,,54(1)/FO/G56S.2-3;B-1,2,1,T,0,0,F,F,F,F,F,F,F,F,F,F,G,56S,5,0,0,,0,,0,,1,0,3,0,F,F,F,F,F,F,"",54,"","",4,0,0,5,0,0,0,0,F,F,2026-01-21 17:01:53.227175
15547672,BOS202306182,9,NYA,A,2,0,1,SB,1,4,volpa001,R,volpa001,R,9,6,jansk001,R,jansk001,R,mcgur002,casat001,arroc001,dever001,reyep001,duraj001,herne001,verda001,trevj001,,,WP.1-2,9,0,F,0,0,F,F,F,F,F,F,T,F,F,F,"","",0,0,0,,0,,0,,0,2,0,0,F,F,F,F,F,F,"","","","",0,0,0,0,0,0,0,0,F,F,2026-01-21 17:01:53.227175
