event_id,game_id,inning,batting_team_id,home_away,outs,balls,strikes,pitch_sequence,away_score,home_score,batter_id,batter_hand,responsible_batter_id,responsible_batter_hand,batter_lineup_position,batter_fielding_position,pitcher_id,pitcher_hand,responsible_pitcher_id,responsible_pitcher_hand,fielder_2_id,fielder_3_id,fielder_4_id,fielder_5_id,fielder_6_id,fielder_7_id,fielder_8_id,fielder_9_id,runner_1_id,runner_2_id,runner_3_id,event_text,event_code,event_outs,ab_flag,hit_code,rbi,leadoff_flag,pinch_hit_flag,sacrifice_hit_flag,sacrifice_fly_flag,double_play_flag,triple_play_flag,wild_pitch_flag,passed_ball_flag,bunt_flag,foul_flag,batted_ball_code,batted_ball_location,fielding_code,errors,error_1_fielder,error_1_type,error_2_fielder,error_2_type,error_3_fielder,error_3_type,batter_dest,runner_1_dest,runner_2_dest,runner_3_dest,runner_1_stolen_base,runner_2_stolen_base,runner_3_stolen_base,runner_1_caught_stealing,runner_2_caught_stealing,runner_3_caught_stealing,batter_play_text,runner_1_play_text,runner_2_play_text,runner_3_play_text,putout_1_fielder,putout_2_fielder,putout_3_fielder,assist_1_fielder,assist_2_fielder,assist_3_fielder,assist_4_fielder,assist_5_fielder,game_new_flag,game_end_flag,created_at
15821518,NYA202408102,9,TEX,H,0,1,2,.CBC.X,9,4,volpa001,R,volpa001,R,7,6,robed002,R,robed002,R,kellc002,lowen001,semim001,smitj007,seagc001,jankt001,tavel001,garca005,,,,3/G3,2,1,T,0,0,T,F,F,F,F,F,F,F,F,F,G,3,3,0,0,,0,,0,,0,0,0,0,F,F,F,F,F,F,3,"","","",3,0,0,0,0,0,0,0,F,F,2026-01-21 17:02:10.617984
15821536,NYA202408110,2,TEX,H,2,1,2,SFBS,0,1,volpa001,R,volpa001,R,8,6,heana001,L,heana001,L,kellc002,lowen001,semim001,jungj001,seagc001,langw001,tavel001,garca005,,,,K,3,1,T,0,0,F,F,F,F,F,F,F,F,F,F,"","",0,0,0,,0,,0,,0,0,0,0,F,F,F,F,F,F,2,"","","",2,0,0,0,0,0,0,0,F,F,2026-01-21 17:02:10.617984
15821552,NYA202408110,4,TEX,H,2,3,2,S.FBBBFS,0,2,volpa001,R,volpa001,R,8,6,heana001,L,heana001,L,kellc002,lowen001,semim001,jungj001,seagc001,langw001,tavel001,garca005,,,,K,3,1,T,0,0,F,F,F,F,F,F,F,F,F,F,"","",0,0,0,,0,,0,,0,0,0,0,F,F,F,F,F,F,2,"","","",2,0,0,0,0,0,0,0,F,F,2026-01-21 17:02:10.617984
15821571,NYA202408110,6,TEX,H,0,1,2,B1>FFX,1,5,volpa001,R,volpa001,R,8,6,festm001,R,festm001,R,kellc002,lowen001,semim001,jungj001,seagc001,langw001,tavel001,garca005,chisj001,,torrg001,9/F3DF/FL,2,1,T,0,0,F,F,F,F,F,F,F,F,F,T,F,3DF,9,0,0,,0,,0,,0,1,0,3,F,F,F,F,F,F,9,"","","",9,0,0,0,0,0,0,0,F,F,2026-01-21 17:02:10.617984
15821588,NYA202408110,7,TEX,H,2,0,2,FSS,3,8,volpa001,R,volpa001,R,8,6,dunnd001,R,dunnd001,R,kellc002,lowen001,semim001,jungj001,seagc001,langw001,tavel001,garca005,chisj001,,wella002,K,3,1,T,0,0,F,F,F,F,F,F,F,F,F,F,"","",0,0,0,,0,,0,,0,1,0,3,F,F,F,F,F,F,2,"","","",2,0,0,0,0,0,0,0,F,F,2026-01-21 17:02:10.617984
15821624,NYA202408200,2,CLE,H,0,1,2,LBFX,1,2,volpa001,R,volpa001,R,7,6,boydm001,L,boydm001,L,naylb001,naylj001,gimea001,ramij003,roccb001,kwans001,schnd002,noelj001,trevj001,,,6/P7S,2,1,T,0,0,F,F,F,F,F,F,F,F,F,F,P,7S,6,0,0,,0,,0,,0,1,0,0,F,F,F,F,F,F,6,"","","",6,0,0,0,0,0,0,0,F,F,2026-01-21 17:02:10.617984
15821645,NYA202408200,4,CLE,H,0,2,2,CF*BBFX,3,2,volpa001,R,volpa001,R,7,6,boydm001,L,boydm001,L,naylb001,naylj001,gimea001,ramij003,roccb001,kwans001,schnd002,noelj001,trevj001,,,D8/L78XD+.1-H,21,0,T,2,1,F,F,F,F,F,F,F,F,F,F,L,78XD,8,0,0,,0,,0,,2,4,0,0,F,F,F,F,F,F,"","","","",0,0,0,0,0,0,0,0,F,F,2026-01-21 17:02:10.617984
15821666,NYA202408200,6,CLE,H,1,3,2,.CBBFB.X,3,3,volpa001,R,volpa001,R,7,6,sandn001,R,sandn001,R,naylb001,naylj001,gimea001,ramij003,roccb001,kwans001,schnd002,noelj001,trevj001,,,S9/G34.1-2,20,0,T,1,0,F,F,F,F,F,F,F,F,F,F,G,34,9,0,0,,0,,0,,1,2,0,0,F,F,F,F,F,F,"","","","",0,0,0,0,0,0,0,0,F,F,2026-01-21 17:02:10.617984
15821683,NYA202408200,8,CLE,H,2,1,2,CCBFX,3,3,volpa001,R,volpa001,R,7,6,smitc009,R,smitc009,R,naylb001,naylj001,gimea001,ramij003,roccb001,kwans001,schnd002,noelj001,,wella002,,63/G6,2,1,T,0,0,F,F,F,F,F,F,F,F,F,F,G,6,6,0,0,,0,,0,,0,0,2,0,F,F,F,F,F,F,63,"","","",3,0,0,6,0,0,0,0,F,F,2026-01-21 17:02:10.617984
15821707,NYA202408200,11,CLE,H,1,3,0,VVVV,3,3,volpa001,R,volpa001,R,7,6,herrt002,L,herrt002,L,naylb001,noelj001,gimea001,ramij003,roccb001,kwans001,freet001,schnd002,,,verda001,IW,15,0,F,0,0,F,F,F,F,F,F,F,F,F,F,"","",0,0,0,,0,,0,,1,0,0,3,F,F,F,F,F,F,"","","","",0,0,0,0,0,0,0,0,F,F,2026-01-21 17:02:10.617984
15821733,NYA202408210,1,CLE,H,2,1,2,*BCS.X,0,2,volpa001,R,volpa001,R,6,6,cantj002,L,cantj002,L,hedga001,fry-d001,gimea001,ramij003,freet001,kwans001,thoml002,noelj001,stanm004,,,46(1)/FO/G34.B-1,2,1,T,0,0,F,F,F,F,F,F,F,F,F,F,G,34,4,0,0,,0,,0,,1,0,0,0,F,F,F,F,F,F,"",46,"","",6,0,0,4,0,0,0,0,F,F,2026-01-21 17:02:10.617984
15821751,NYA202408210,4,CLE,H,0,3,2,BBC.BCFS,0,4,volpa001,R,volpa001,R,6,6,cantj002,L,cantj002,L,hedga001,fry-d001,gimea001,ramij003,freet001,kwans001,thoml002,noelj001,,,,K,3,1,T,0,0,T,F,F,F,F,F,F,F,F,F,"","",0,0,0,,0,,0,,0,0,0,0,F,F,F,F,F,F,2,"","","",2,0,0,0,0,0,0,0,F,F,2026-01-21 17:02:10.617984
15821765,NYA202408210,5,CLE,H,1,1,2,CBCS,0,7,volpa001,R,volpa001,R,6,6,avilp001,R,avilp001,R,hedga001,fry-d001,gimea001,ramij003,freet001,kwans001,thoml002,noelj001,wella002,,judga001,K,3,1,T,0,0,F,F,F,F,F,F,F,F,F,F,"","",0,0,0,,0,,0,,0,1,0,3,F,F,F,F,F,F,2,"","","",2,0,0,0,0,0,0,0,F,F,2026-01-21 17:02:10.617984
15821785,NYA202408210,8,CLE,H,0,1,1,BCX,1,8,volpa001,R,volpa001,R,6,6,morge001,R,morge001,R,hedga001,fry-d001,gimea001,freet001,roccb001,brenw002,thoml002,noelj001,,,,D9/G3,21,0,T,2,0,T,F,F,F,F,F,F,F,F,F,G,3,9,0,0,,0,,0,,2,0,0,0,F,F,F,F,F,F,"","","","",0,0,0,0,0,0,0,0,F,F,2026-01-21 17:02:10.617984
15821807,NYA202408220,2,CLE,H,2,2,2,CS.BBS,0,0,volpa001,R,volpa001,R,7,6,willg004,R,willg004,R,naylb001,naylj001,gimea001,ramij003,roccb001,kwans001,freet001,brenw002,,,,K,3,1,T,0,0,F,F,F,F,F,F,F,F,F,F,"","",0,0,0,,0,,0,,0,0,0,0,F,F,F,F,F,F,2,"","","",2,0,0,0,0,0,0,0,F,F,2026-01-21 17:02:10.617984
15821824,NYA202408220,4,CLE,H,2,3,2,BBFTF*B>B,0,1,volpa001,R,volpa001,R,7,6,willg004,R,willg004,R,naylb001,naylj001,gimea001,ramij003,roccb001,kwans001,freet001,brenw002,stanm004,wella002,,W.2-3;1-2,14,0,F,0,0,F,F,F,F,F,F,F,F,F,F,"","",0,0,0,,0,,0,,1,2,3,0,F,F,F,F,F,F,"","","","",0,0,0,0,0,0,0,0,F,F,2026-01-21 17:02:10.617984
15821841,NYA202408220,6,CLE,H,0,3,2,.BFBFBB,0,5,volpa001,R,volpa001,R,7,6,gillc003,R,gillc003,R,naylb001,naylj001,gimea001,ramij003,roccb001,kwans001,freet001,brenw002,,,,W,14,0,F,0,0,T,F,F,F,F,F,F,F,F,F,"","",0,0,0,,0,,0,,1,0,0,0,F,F,F,F,F,F,"","","","",0,0,0,0,0,0,0,0,F,F,2026-01-21 17:02:10.617984
15821858,NYA202408220,8,CLE,H,1,2,2,FFBBFX,0,5,volpa001,R,volpa001,R,7,6,gillc003,R,gillc003,R,hedga001,naylj001,gimea001,ramij003,roccb001,kwans001,freet001,thoml002,,,,D8/L8D+,21,0,T,2,0,F,F,F,F,F,F,F,F,F,F,L,8D,8,0,0,,0,,0,,2,0,0,0,F,F,F,F,F,F,"","","","",0,0,0,0,0,0,0,0,F,F,2026-01-21 17:02:10.617984
15821878,NYA202408230,2,COL,H,2,1,0,BX,0,0,volpa001,R,volpa001,R,7,6,freek001,L,freek001,L,stalj001,toglm001,schua002,mcmar001,tovae001,jonen002,doylb001,beckj003,,,,63/G6,2,1,T,0,0,F,F,F,F,F,F,F,F,F,F,G,6,6,0,0,,0,,0,,0,0,0,0,F,F,F,F,F,F,63,"","","",3,0,0,6,0,0,0,0,F,F,2026-01-21 17:02:10.617984
15821901,NYA202408230,5,COL,H,1,0,1,CX,0,1,volpa001,R,volpa001,R,7,6,freek001,L,freek001,L,stalj001,toglm001,schua002,mcmar001,tovae001,jonen002,doylb001,beckj003,,,,S7/G56,20,0,T,1,0,F,F,F,F,F,F,F,F,F,F,G,56,7,0,0,,0,,0,,1,0,0,0,F,F,F,F,F,F,"","","","",0,0,0,0,0,0,0,0,F,F,2026-01-21 17:02:10.617984
15821917,NYA202408230,7,COL,H,0,2,2,..BCFBFX,0,3,volpa001,R,volpa001,R,7,6,freek001,L,freek001,L,stalj001,toglm001,rodgb002,mcmar001,tovae001,jonen002,doylb001,beckj003,,,,3/P3F/FL,2,1,T,0,0,T,F,F,F,F,F,F,F,F,T,P,3F,3,0,0,,0,,0,,0,0,0,0,F,F,F,F,F,F,3,"","","",3,0,0,0,0,0,0,0,F,F,2026-01-21 17:02:10.617984
15821947,NYA202408240,2,COL,H,0,1,2,CF.BT,2,0,volpa001,R,volpa001,R,6,6,blalb001,R,blalb001,R,romod001,toglm001,rodgb002,mcmar001,tovae001,jonen002,doylb001,cavej001,,,,K,3,1,T,0,0,T,F,F,F,F,F,F,F,F,F,"","",0,0,0,,0,,0,,0,0,0,0,F,F,F,F,F,F,2,"","","",2,0,0,0,0,0,0,0,F,F,2026-01-21 17:02:10.617984
15821966,NYA202408240,3,COL,H,2,0,0,X,6,1,volpa001,R,volpa001,R,6,6,blalb001,R,blalb001,R,romod001,toglm001,rodgb002,mcmar001,tovae001,jonen002,doylb001,cavej001,,chisj001,wella002,8/F8D,2,1,T,0,0,F,F,F,F,F,F,F,F,F,F,F,8D,8,0,0,,0,,0,,0,0,2,3,F,F,F,F,F,F,8,"","","",8,0,0,0,0,0,0,0,F,F,2026-01-21 17:02:10.617984
15821989,NYA202408240,6,COL,H,0,2,2,CBFFBX,7,2,volpa001,R,volpa001,R,6,6,blalb001,R,blalb001,R,romod001,toglm001,rodgb002,mcmar001,tovae001,jonen002,doylb001,cavej001,chisj001,,,7/F78+,2,1,T,0,0,F,F,F,F,F,F,F,F,F,F,F,78,7,0,0,,0,,0,,0,1,0,0,F,F,F,F,F,F,7,"","","",7,0,0,0,0,0,0,0,F,F,2026-01-21 17:02:10.617984
15822009,NYA202408240,8,COL,H,2,2,2,BSFBX,9,2,volpa001,R,volpa001,R,6,6,chiva001,R,chiva001,R,romod001,toglm001,rodgb002,mcmar001,tovae001,jonen002,doylb001,cavej001,chisj001,,,63/G6,2,1,T,0,0,F,F,F,F,F,F,F,F,F,F,G,6,6,0,0,,0,,0,,0,1,0,0,F,F,F,F,F,F,63,"","","",3,0,0,6,0,0,0,0,F,F,2026-01-21 17:02:10.617984
15822032,NYA202408250,2,COL,H,0,0,1,CX,1,2,volpa001,R,volpa001,R,6,6,gomba001,L,gomba001,L,romod001,toglm001,rodgb002,mcmar001,tovae001,jonen002,doylb001,cavej001,,,,7/L78D+,2,1,T,0,0,T,F,F,F,F,F,F,F,F,F,L,78D,7,0,0,,0,,0,,0,0,0,0,F,F,F,F,F,F,7,"","","",7,0,0,0,0,0,0,0,F,F,2026-01-21 17:02:10.617984
15822045,NYA202408250,3,COL,H,2,1,2,MBCFS,1,4,volpa001,R,volpa001,R,6,6,gomba001,L,gomba001,L,romod001,toglm001,rodgb002,mcmar001,tovae001,jonen002,doylb001,cavej001,,,,K,3,1,T,0,0,F,F,F,F,F,F,F,F,F,F,"","",0,0,0,,0,,0,,0,0,0,0,F,F,F,F,F,F,2,"","","",2,0,0,0,0,0,0,0,F,F,2026-01-21 17:02:10.617984
15822063,NYA202408250,5,COL,H,2,0,0,X,3,4,volpa001,R,volpa001,R,6,6,gomba001,L,gomba001,L,romod001,toglm001,rodgb002,mcmar001,tovae001,jonen002,doylb001,cavej001,stanm004,judga001,sotoj001,63/G6S,2,1,T,0,0,F,F,F,F,F,F,F,F,F,F,G,6S,6,0,0,,0,,0,,0,1,2,3,F,F,F,F,F,F,63,"","","",3,0,0,6,0,0,0,0,F,F,2026-01-21 17:02:10.617984
15822079,NYA202408250,7,COL,H,2,1,2,BCST,3,7,volpa001,R,volpa001,R,6,6,crisj001,R,crisj001,R,romod001,toglm001,rodgb002,mcmar001,tovae001,jonen002,doylb001,cavej001,,,,K,3,1,T,0,0,F,F,F,F,F,F,F,F,F,F,"","",0,0,0,,0,,0,,0,0,0,0,F,F,F,F,F,F,2,"","","",2,0,0,0,0,0,0,0,F,F,2026-01-21 17:02:10.617984
15822108,NYA202408300,2,SLN,H,1,2,1,BFBX,0,0,volpa001,R,volpa001,R,7,6,fedde001,R,fedde001,R,pagep001,goldp001,donob001,arenn001,winnm001,nootl001,scotv001,walkj003,,,stanm004,9/SF/F9D.3-H,2,1,F,0,1,F,F,F,T,F,F,F,F,F,F,F,9D,9,0,0,,0,,0,,0,0,0,4,F,F,F,F,F,F,9,"","","",9,0,0,0,0,0,0,0,F,F,2026-01-21 17:02:10.617984
15822127,NYA202408300,4,SLN,H,1,0,1,CX,2,4,volpa001,R,volpa001,R,7,6,fedde001,R,fedde001,R,pagep001,goldp001,donob001,arenn001,winnm001,nootl001,scotv001,walkj003,,,,8/F89XD,2,1,T,0,0,F,F,F,F,F,F,F,F,F,F,F,89XD,8,0,0,,0,,0,,0,0,0,0,F,F,F,F,F,F,8,"","","",8,0,0,0,0,0,0,0,F,F,2026-01-21 17:02:10.617984
15822145,NYA202408300,7,SLN,H,1,3,2,CBS.FFFFBFBFB,2,4,volpa001,R,volpa001,R,7,6,kingj002,L,kingj002,L,pagep001,goldp001,donob001,arenn001,winnm001,nootl001,scotv001,walkj003,,,,W,14,0,F,0,0,F,F,F,F,F,F,F,F,F,F,"","",0,0,0,,0,,0,,1,0,0,0,F,F,F,F,F,F,"","","","",0,0,0,0,0,0,0,0,F,F,2026-01-21 17:02:10.617984
15822174,NYA202408310,2,SLN,H,1,3,1,CBBBX,0,0,volpa001,R,volpa001,R,6,6,gibsk002,R,gibsk002,R,herri001,goldp001,donob001,arenn001,winnm001,nootl001,scotv001,walkj003,,,wella002,S7/L7S.3-H,20,0,T,1,1,F,F,F,F,F,F,F,F,F,F,L,7S,7,0,0,,0,,0,,1,0,0,4,F,F,F,F,F,F,"","","","",0,0,0,0,0,0,0,0,F,F,2026-01-21 17:02:10.617984
15822194,NYA202408310,4,SLN,H,1,1,1,BCX,4,1,volpa001,R,volpa001,R,6,6,gibsk002,R,gibsk002,R,herri001,goldp001,donob001,arenn001,winnm001,nootl001,scotv001,walkj003,chisj001,wella002,,43/G4.2-3;1-2,2,1,T,0,0,F,F,F,F,F,F,F,F,F,F,G,4,4,0,0,,0,,0,,0,2,3,0,F,F,F,F,F,F,43,"","","",3,0,0,4,0,0,0,0,F,F,2026-01-21 17:02:10.617984
15822212,NYA202408310,6,SLN,H,2,3,2,BBBCF>X,6,1,volpa001,R,volpa001,R,6,6,gibsk002,R,gibsk002,R,herri001,goldp001,donob001,arenn001,winnm001,nootl001,scotv001,walkj003,chisj001,,,7/L78,2,1,T,0,0,F,F,F,F,F,F,F,F,F,F,L,78,7,0,0,,0,,0,,0,1,0,0,F,F,F,F,F,F,7,"","","",7,0,0,0,0,0,0,0,F,F,2026-01-21 17:02:10.617984
15822227,NYA202408310,8,SLN,H,2,2,0,BBX,6,1,volpa001,R,volpa001,R,6,6,libem001,L,libem001,L,herri001,goldp001,donob001,arenn001,winnm001,nootl001,scotv001,walkj003,chisj001,wella002,judga001,S1/G5S-.3-H;2-3;1-2,20,0,T,1,1,F,F,F,F,F,F,F,F,F,F,G,5S,1,0,0,,0,,0,,1,2,3,4,F,F,F,F,F,F,"","","","",0,0,0,0,0,0,0,0,F,F,2026-01-21 17:02:10.617984
15822257,NYA202409010,2,SLN,H,2,1,2,CBFS,1,2,volpa001,R,volpa001,R,8,6,mikom001,R,mikom001,R,herri001,goldp001,donob001,arenn001,winnm001,nootl001,scotv001,walkj003,,,,K,3,1,T,0,0,F,F,F,F,F,F,F,F,F,F,"","",0,0,0,,0,,0,,0,0,0,0,F,F,F,F,F,F,2,"","","",2,0,0,0,0,0,0,0,F,F,2026-01-21 17:02:10.617984
15822282,NYA202409010,5,SLN,H,0,2,2,BBFFFX,7,3,volpa001,R,volpa001,R,8,6,mikom001,R,mikom001,R,herri001,goldp001,donob001,arenn001,winnm001,nootl001,scotv001,walkj003,,rizza001,,1E3/G15.2-3;B-1,2,0,T,0,0,F,F,F,F,F,F,F,F,F,F,G,15,1,1,3,,0,,0,,1,0,3,0,F,F,F,F,F,F,1E3,"","","",0,0,0,1,0,0,0,0,F,F,2026-01-21 17:02:10.617984
15822295,NYA202409010,6,SLN,H,1,2,0,.BBX,7,5,volpa001,R,volpa001,R,8,6,obrir001,R,obrir001,R,herri001,goldp001,donob001,arenn001,winnm001,nootl001,scotv001,walkj003,rizza001,,chisj001,S68/G6.3-H;1-2,20,0,T,1,1,F,F,F,F,F,F,F,F,F,F,G,6,6,0,0,,0,,0,,1,2,0,4,F,F,F,F,F,F,"","","","",0,0,0,0,0,0,0,0,F,F,2026-01-21 17:02:10.617984
15822317,NYA202409010,8,SLN,H,0,1,2,.BFCS,12,7,volpa001,R,volpa001,R,8,6,kitta001,R,kitta001,R,herri001,goldp001,donob001,arenn001,winnm001,nootl001,scotv001,walkj003,,,,K,3,1,T,0,0,T,F,F,F,F,F,F,F,F,F,"","",0,0,0,,0,,0,,0,0,0,0,F,F,F,F,F,F,2,"","","",2,0,0,0,0,0,0,0,F,F,2026-01-21 17:02:10.617984
15822435,NYA202409100,3,KCA,H,1,3,2,BCBBC.FT,2,0,volpa001,R,volpa001,R,9,6,lugos001,R,lugos001,R,fermf002,peres002,massm001,dejop001,wittb002,melem001,isbek001,phamt001,,,,K,3,1,T,0,0,F,F,F,F,F,F,F,F,F,F,"","",0,0,0,,0,,0,,0,0,0,0,F,F,F,F,F,F,2,"","","",2,0,0,0,0,0,0,0,F,F,2026-01-21 17:02:10.617984
15822460,NYA202409100,6,KCA,H,1,0,0,X,3,0,volpa001,R,volpa001,R,9,6,lugos001,R,lugos001,R,fermf002,peres002,massm001,dejop001,wittb002,melem001,isbek001,phamt001,,,,4/P8S,2,1,T,0,0,F,F,F,F,F,F,F,F,F,F,P,8S,4,0,0,,0,,0,,0,0,0,0,F,F,F,F,F,F,4,"","","",4,0,0,0,0,0,0,0,F,F,2026-01-21 17:02:10.617984
15822479,NYA202409100,8,KCA,H,2,1,2,CCBS,5,0,volpa001,R,volpa001,R,9,6,bubik001,L,bubik001,L,fermf002,peres002,garcm003,dejop001,wittb002,melem001,isbek001,phamt001,,,,K,3,1,T,0,0,F,F,F,F,F,F,F,F,F,F,"","",0,0,0,,0,,0,,0,0,0,0,F,F,F,F,F,F,2,"","","",2,0,0,0,0,0,0,0,F,F,2026-01-21 17:02:10.617984
15822506,NYA202409110,3,KCA,H,0,0,1,CX,0,0,volpa001,R,volpa001,R,7,6,ragac001,L,ragac001,L,fermf002,peres002,massm001,garcm003,wittb002,melem001,isbek001,phamt001,,,,4/F4MD,2,1,T,0,0,T,F,F,F,F,F,F,F,F,F,F,4MD,4,0,0,,0,,0,,0,0,0,0,F,F,F,F,F,F,4,"","","",4,0,0,0,0,0,0,0,F,F,2026-01-21 17:02:10.617984
15822524,NYA202409110,5,KCA,H,1,0,0,X,1,0,volpa001,R,volpa001,R,7,6,ragac001,L,ragac001,L,fermf002,peres002,massm001,garcm003,wittb002,melem001,isbek001,phamt001,,,,13/BG1S-,2,1,T,0,0,F,F,F,F,F,F,F,F,T,F,G,1S,1,0,0,,0,,0,,0,0,0,0,F,F,F,F,F,F,13,"","","",3,0,0,1,0,0,0,0,F,F,2026-01-21 17:02:10.617984
15822543,NYA202409110,7,KCA,H,1,2,0,BBX,2,2,volpa001,R,volpa001,R,7,6,longs002,L,longs002,L,fermf002,peres002,massm001,garcm003,wittb002,melem001,isbek001,phamt001,,,,S8/L8,20,0,T,1,0,F,F,F,F,F,F,F,F,F,F,L,8,8,0,0,,0,,0,,1,0,0,0,F,F,F,F,F,F,"","","","",0,0,0,0,0,0,0,0,F,F,2026-01-21 17:02:10.617984
15822559,NYA202409110,9,KCA,H,2,1,2,BSCX,2,2,volpa001,R,volpa001,R,7,6,ercel001,R,ercel001,R,fermf002,peres002,massm001,garcm003,wittb002,melem001,isbek001,phamt001,,,,63/G6,2,1,T,0,0,F,F,F,F,F,F,F,F,F,F,G,6,6,0,0,,0,,0,,0,0,0,0,F,F,F,F,F,F,63,"","","",3,0,0,6,0,0,0,0,F,F,2026-01-21 17:02:10.617984
15822592,NYA202409120,2,BOS,H,2,0,2,CSX,0,1,volpa001,R,volpa001,R,9,6,crisc002,R,crisc002,R,jansd001,wongc001,gonzr003,dever001,stort001,duraj001,rafac001,abrew002,domij003,stanm004,,64(1)/FO/G6D.B-1,2,1,T,0,0,F,F,F,F,F,F,F,F,F,F,G,6D,6,0,0,,0,,0,,1,0,2,0,F,F,F,F,F,F,"",64,"","",4,0,0,6,0,0,0,0,F,F,2026-01-21 17:02:10.617984
15822608,NYA202409120,4,BOS,H,2,1,2,*BCFX,0,1,volpa001,R,volpa001,R,9,6,crisc002,R,crisc002,R,jansd001,wongc001,gonzr003,dever001,stort001,duraj001,rafac001,abrew002,rizza001,chisj001,stanm004,7/F7,2,1,T,0,0,F,F,F,F,F,F,F,F,F,F,F,7,7,0,0,,0,,0,,0,1,2,3,F,F,F,F,F,F,7,"","","",7,0,0,0,0,0,0,0,F,F,2026-01-21 17:02:10.617984
15822628,NYA202409120,6,BOS,H,2,0,1,.CX,1,1,volpa001,R,volpa001,R,9,6,kellz001,R,kellz001,R,jansd001,wongc001,gonzr003,dever001,stort001,duraj001,rafac001,abrew002,rizza001,domij003,wella002,7/L7,2,1,T,0,0,F,F,F,F,F,F,F,F,F,F,L,7,7,0,0,,0,,0,,0,1,2,3,F,F,F,F,F,F,7,"","","",7,0,0,0,0,0,0,0,F,F,2026-01-21 17:02:10.617984
15822648,NYA202409120,9,BOS,H,1,0,1,CX,1,1,volpa001,R,volpa001,R,9,6,jansk001,R,jansk001,R,wongc001,casat001,sogan001,dever001,stort001,duraj001,rafac001,abrew002,,,,53/G5,2,1,T,0,0,F,F,F,F,F,F,F,F,F,F,G,5,5,0,0,,0,,0,,0,0,0,0,F,F,F,F,F,F,53,"","","",3,0,0,5,0,0,0,0,F,F,2026-01-21 17:02:10.617984
15822670,NYA202409130,2,BOS,H,0,1,2,CCFBFFX,0,0,volpa001,R,volpa001,R,8,6,fittr001,R,fittr001,R,wongc001,casat001,rafac001,dever001,stort001,oneit001,duraj001,abrew002,rizza001,,,9/L9S,2,1,T,0,0,F,F,F,F,F,F,F,F,F,F,L,9S,9,0,0,,0,,0,,0,1,0,0,F,F,F,F,F,F,9,"","","",9,0,0,0,0,0,0,0,F,F,2026-01-21 17:02:10.617984
15822686,NYA202409130,4,BOS,H,2,0,1,LX,0,0,volpa001,R,volpa001,R,8,6,fittr001,R,fittr001,R,wongc001,casat001,rafac001,dever001,stort001,oneit001,duraj001,abrew002,,rizza001,,9/F9L,2,1,T,0,0,F,F,F,F,F,F,F,F,F,F,F,9L,9,0,0,,0,,0,,0,0,2,0,F,F,F,F,F,F,9,"","","",9,0,0,0,0,0,0,0,F,F,2026-01-21 17:02:10.617984
15822710,NYA202409130,7,BOS,H,0,3,2,.BBBCC.B,4,0,volpa001,R,volpa001,R,8,6,kellz001,R,kellz001,R,wongc001,casat001,rafac001,dever001,stort001,oneit001,duraj001,abrew002,,,,W,14,0,F,0,0,T,F,F,F,F,F,F,F,F,F,"","",0,0,0,,0,,0,,1,0,0,0,F,F,F,F,F,F,"","","","",0,0,0,0,0,0,0,0,F,F,2026-01-21 17:02:10.617984
15822724,NYA202409130,8,BOS,H,1,0,2,CCFC,4,5,volpa001,R,volpa001,R,8,6,guerl001,R,guerl001,R,wongc001,casat001,rafac001,dever001,stort001,oneit001,duraj001,abrew002,,,,K,3,1,T,0,0,F,F,F,F,F,F,F,F,F,F,"","",0,0,0,,0,,0,,0,0,0,0,F,F,F,F,F,F,2,"","","",2,0,0,0,0,0,0,0,F,F,2026-01-21 17:02:10.617984
15822744,NYA202409140,3,BOS,H,0,1,1,CBX,0,0,volpa001,R,volpa001,R,8,6,bellb002,R,bellb002,R,jansd001,casat001,valde002,dever001,stort001,oneit001,duraj001,abrew002,,,,S8/G6M,20,0,T,1,0,T,F,F,F,F,F,F,F,F,F,G,6M,8,0,0,,0,,0,,1,0,0,0,F,F,F,F,F,F,"","","","",0,0,0,0,0,0,0,0,F,F,2026-01-21 17:02:10.617984
15822770,NYA202409140,5,BOS,H,0,0,1,CX,7,1,volpa001,R,volpa001,R,8,6,bellb002,R,bellb002,R,jansd001,casat001,valde002,dever001,stort001,oneit001,duraj001,abrew002,,,,7/F78D,2,1,T,0,0,T,F,F,F,F,F,F,F,F,F,F,78D,7,0,0,,0,,0,,0,0,0,0,F,F,F,F,F,F,7,"","","",7,0,0,0,0,0,0,0,F,F,2026-01-21 17:02:10.617984
15822787,NYA202409140,7,BOS,H,0,2,1,.BBFX,7,1,volpa001,R,volpa001,R,8,6,wincj001,R,wincj001,R,jansd001,casat001,valde002,dever001,stort001,oneit001,duraj001,abrew002,,,,63/G6,2,1,T,0,0,T,F,F,F,F,F,F,F,F,F,G,6,6,0,0,,0,,0,,0,0,0,0,F,F,F,F,F,F,63,"","","",3,0,0,6,0,0,0,0,F,F,2026-01-21 17:02:10.617984
15822805,NYA202409140,9,BOS,H,0,2,1,..CBBX,7,1,volpa001,R,volpa001,R,8,6,weisg001,R,weisg001,R,jansd001,casat001,gonzr003,dever001,stort001,oneit001,duraj001,abrew002,,,,3/P2F/FL,2,1,T,0,0,T,F,F,F,F,F,F,F,F,T,P,2F,3,0,0,,0,,0,,0,0,0,0,F,F,F,F,F,F,3,"","","",3,0,0,0,0,0,0,0,F,F,2026-01-21 17:02:10.617984
